#縣市,鄉鎮,村里,開票所數,1得票,2得票,3得票,無效票,選舉人數
彰化縣,大村鄉,大橋村,2,560,788,37,60,5811
彰化縣,大村鄉,新興村,1,409,342,18,33,3324
彰化縣,大村鄉,美港村,2,945,1090,65,75,8604
彰化縣,大村鄉,擺塘村,2,822,866,35,33,7128
彰化縣,大村鄉,過溝村,2,663,1041,57,24,7137
彰化縣,大村鄉,大村村,2,855,1038,49,36,7863
彰化縣,大村鄉,田洋村,1,310,399,18,15,3081
彰化縣,大村鄉,南勢村,1,467,480,15,39,3816
彰化縣,大村鄉,大崙村,1,548,474,36,33,4449
彰化縣,大村鄉,加錫村,1,461,504,38,33,4110
彰化縣,大村鄉,村上村,1,453,545,25,15,4005
彰化縣,大村鄉,貢旗村,1,475,521,30,18,4206
彰化縣,大村鄉,黃厝村,1,587,709,43,36,5835
彰化縣,大村鄉,,0,9591,10646,593,603,86196
彰化縣,埔心鄉,羅厝村,1,530,397,20,36,3993
彰化縣,埔心鄉,太平村,1,686,617,38,48,5766
彰化縣,埔心鄉,新村,1,335,271,14,33,2664
彰化縣,埔心鄉,埤村,1,266,330,23,15,2634
彰化縣,埔心鄉,瓦北村,1,608,606,27,39,5097
彰化縣,埔心鄉,大華村,1,214,195,10,24,1731
彰化縣,埔心鄉,埔心村,1,476,410,28,24,3696
彰化縣,埔心鄉,舊村,1,516,463,25,33,4161
彰化縣,埔心鄉,義民村,1,474,581,20,33,4347
彰化縣,埔心鄉,芎蕉村,1,676,535,32,33,5211
彰化縣,埔心鄉,瓦南村,1,529,476,41,27,4248
彰化縣,埔心鄉,仁里村,1,390,381,21,24,3459
彰化縣,埔心鄉,二重村,1,498,364,17,48,3807
彰化縣,埔心鄉,經口村,2,812,685,49,42,6525
彰化縣,埔心鄉,埤霞村,1,288,257,17,18,2304
彰化縣,埔心鄉,瓦中村,1,632,634,44,39,5367
彰化縣,埔心鄉,油車村,1,387,455,25,15,3558
彰化縣,埔心鄉,梧鳳村,1,297,255,26,21,2625
彰化縣,埔心鄉,東門村,2,1167,1157,73,63,9750
彰化縣,埔心鄉,南村,1,360,297,15,15,2865
彰化縣,埔心鄉,,0,10141,9366,565,630,83808
彰化縣,社頭鄉,平和村,1,316,360,26,27,2841
彰化縣,社頭鄉,龍井村,1,335,247,29,21,2535
彰化縣,社頭鄉,埤斗村,1,370,317,28,39,3006
彰化縣,社頭鄉,湳底村,1,611,463,21,33,4620
彰化縣,社頭鄉,社頭村,2,1023,918,42,69,8022
彰化縣,社頭鄉,仁和村,1,231,230,20,12,2046
彰化縣,社頭鄉,山湖村,1,501,320,22,33,3309
彰化縣,社頭鄉,美雅村,1,386,425,27,18,3384
彰化縣,社頭鄉,廣興村,3,1603,1428,69,75,12483
彰化縣,社頭鄉,東興村,1,537,452,27,33,4257
彰化縣,社頭鄉,橋頭村,2,760,668,36,36,5838
彰化縣,社頭鄉,舊社村,1,630,443,32,18,4398
彰化縣,社頭鄉,崙雅村,1,281,341,21,15,2619
彰化縣,社頭鄉,清水村,1,337,466,36,21,3477
彰化縣,社頭鄉,廣福村,1,327,312,14,30,2664
彰化縣,社頭鄉,張厝村,1,484,402,26,21,3666
彰化縣,社頭鄉,松竹村,1,387,327,17,15,3042
彰化縣,社頭鄉,新厝村,1,499,510,24,27,4164
彰化縣,社頭鄉,仁雅村,2,910,1017,41,33,7884
彰化縣,社頭鄉,協和村,2,761,716,45,57,6273
彰化縣,社頭鄉,湳雅村,1,516,441,27,39,4200
彰化縣,社頭鄉,泰安村,1,292,374,25,27,2736
彰化縣,社頭鄉,里仁村,1,348,379,21,30,2988
彰化縣,社頭鄉,朝興村,1,369,370,30,15,3084
彰化縣,社頭鄉,,0,12814,11926,706,744,103536
彰化縣,二林鎮,東華里,1,390,307,13,21,2964
彰化縣,二林鎮,趙甲里,1,459,576,33,75,4743
彰化縣,二林鎮,南光里,2,804,1294,71,45,9138
彰化縣,二林鎮,梅芳里,1,337,416,26,54,3330
彰化縣,二林鎮,西庄里,1,496,404,29,27,3933
彰化縣,二林鎮,後厝里,2,739,1137,56,42,8334
彰化縣,二林鎮,豐田里,2,661,856,46,51,7056
彰化縣,二林鎮,外竹里,1,313,356,18,30,3066
彰化縣,二林鎮,西斗里,1,291,420,18,39,3132
彰化縣,二林鎮,振興里,1,345,470,20,42,3783
彰化縣,二林鎮,東和里,2,626,806,31,36,6240
彰化縣,二林鎮,萬合里,1,285,508,24,27,3711
彰化縣,二林鎮,華崙里,3,887,1489,64,108,10635
彰化縣,二林鎮,廣興里,1,471,418,23,48,4206
彰化縣,二林鎮,頂厝里,1,354,465,22,48,4272
彰化縣,二林鎮,北平里,2,836,1007,67,117,8565
彰化縣,二林鎮,東興里,1,390,522,26,30,4155
彰化縣,二林鎮,復豐里,1,263,242,13,18,2232
彰化縣,二林鎮,萬興里,1,213,340,12,30,2400
彰化縣,二林鎮,香田里,1,407,279,11,51,3264
彰化縣,二林鎮,原斗里,1,447,432,15,45,3849
彰化縣,二林鎮,東勢里,1,280,409,12,27,3018
彰化縣,二林鎮,西平里,1,398,506,31,48,4080
彰化縣,二林鎮,中西里,1,365,621,40,42,4833
彰化縣,二林鎮,永興里,1,489,526,24,51,4653
彰化縣,二林鎮,興華里,1,265,466,14,18,3351
彰化縣,二林鎮,大永里,1,264,331,14,42,2820
彰化縣,二林鎮,,0,12075,15603,773,1212,125763
彰化縣,二水鄉,文化村,1,292,423,19,24,2943
彰化縣,二水鄉,合和村,1,290,278,18,18,2484
彰化縣,二水鄉,過圳村,1,229,211,13,9,1863
彰化縣,二水鄉,惠民村,1,331,254,22,18,2592
彰化縣,二水鄉,五伯村,1,264,205,23,9,1959
彰化縣,二水鄉,復興村,1,469,295,26,36,3147
彰化縣,二水鄉,合興村,1,286,180,18,21,2064
彰化縣,二水鄉,二水村,1,292,314,27,12,2553
彰化縣,二水鄉,光化村,1,321,386,26,33,2874
彰化縣,二水鄉,大園村,1,360,217,14,24,2403
彰化縣,二水鄉,上豊村,1,377,313,24,21,2958
彰化縣,二水鄉,裕民村,1,357,346,28,21,3099
彰化縣,二水鄉,源泉村,1,200,235,12,18,1845
彰化縣,二水鄉,修仁村,1,268,274,24,15,2331
彰化縣,二水鄉,聖化村,1,142,213,14,12,1422
彰化縣,二水鄉,十五村,1,279,201,20,12,2043
彰化縣,二水鄉,倡和村,1,209,213,11,12,1824
彰化縣,二水鄉,,0,4966,4558,339,315,40404
彰化縣,永靖鄉,福興村,1,330,479,19,30,3390
彰化縣,永靖鄉,同安村,1,249,267,11,18,2088
彰化縣,永靖鄉,五福村,1,495,474,20,33,4305
彰化縣,永靖鄉,湳墘村,1,276,333,11,42,2529
彰化縣,永靖鄉,獨鰲村,1,319,295,27,24,2649
彰化縣,永靖鄉,東寧村,1,602,619,41,30,5331
彰化縣,永靖鄉,港西村,1,573,640,39,30,5136
彰化縣,永靖鄉,永東村,1,287,284,18,15,2298
彰化縣,永靖鄉,敦厚村,1,211,257,13,15,2061
彰化縣,永靖鄉,永北村,2,655,784,41,33,6069
彰化縣,永靖鄉,同仁村,1,266,324,26,36,2604
彰化縣,永靖鄉,新莊村,1,247,409,21,15,2739
彰化縣,永靖鄉,湳港村,1,423,280,19,24,2946
彰化縣,永靖鄉,永西村,1,556,534,34,36,4536
彰化縣,永靖鄉,竹子村,1,587,359,30,21,4128
彰化縣,永靖鄉,五汴村,1,527,480,33,30,4203
彰化縣,永靖鄉,四芳村,1,236,254,8,12,2001
彰化縣,永靖鄉,永南村,1,574,699,52,54,5565
彰化縣,永靖鄉,光雲村,1,578,519,31,18,4770
彰化縣,永靖鄉,永興村,1,498,624,39,33,4686
彰化縣,永靖鄉,崙美村,1,288,265,13,9,2244
彰化縣,永靖鄉,崙子村,1,499,413,35,24,3987
彰化縣,永靖鄉,浮圳村,1,364,428,36,33,3492
彰化縣,永靖鄉,瑚璉村,2,775,897,57,42,7107
彰化縣,永靖鄉,,0,10415,10917,674,657,90864
彰化縣,花壇鄉,金墩村,1,592,643,47,15,5178
彰化縣,花壇鄉,長春村,1,433,603,23,33,4587
彰化縣,花壇鄉,永春村,1,465,657,45,24,4983
彰化縣,花壇鄉,三春村,1,511,675,24,18,5151
彰化縣,花壇鄉,中庄村,2,715,974,46,75,6981
彰化縣,花壇鄉,岩竹村,1,449,441,23,30,3705
彰化縣,花壇鄉,白沙村,3,1226,1760,104,48,12444
彰化縣,花壇鄉,橋頭村,2,895,1338,75,45,9288
彰化縣,花壇鄉,灣雅村,1,221,385,25,15,2556
彰化縣,花壇鄉,崙雅村,1,519,482,19,27,4194
彰化縣,花壇鄉,中口村,1,276,211,20,6,1953
彰化縣,花壇鄉,南口村,1,497,646,20,27,4791
彰化縣,花壇鄉,長沙村,3,1375,1924,62,57,13620
彰化縣,花壇鄉,灣東村,1,288,378,18,9,2892
彰化縣,花壇鄉,劉厝村,1,440,311,16,24,3048
彰化縣,花壇鄉,北口村,2,598,643,35,39,5196
彰化縣,花壇鄉,花壇村,2,912,1221,65,66,8979
彰化縣,花壇鄉,文德村,2,824,1072,79,45,8226
彰化縣,花壇鄉,,0,11236,14364,746,603,107772
彰化縣,,,0,340069,369968,21403,22101,3017142
高雄市,那瑪夏區,瑪雅里,1,40,325,2,15,1776
高雄市,那瑪夏區,南沙魯里,1,159,193,5,3,1632
高雄市,那瑪夏區,達卡努瓦里,2,112,555,9,33,3561
高雄市,那瑪夏區,,0,311,1073,16,51,6969
高雄市,內門區,溝坪里,1,338,325,12,27,2958
高雄市,內門區,石坑里,1,203,148,9,15,1497
高雄市,內門區,光興里,1,234,228,15,15,1896
高雄市,內門區,中埔里,1,208,229,12,15,1791
高雄市,內門區,瑞山里,1,139,109,5,6,984
高雄市,內門區,內門里,1,339,375,20,9,2928
高雄市,內門區,內東里,1,340,270,10,27,2373
高雄市,內門區,三平里,1,292,187,9,27,1965
高雄市,內門區,觀亭里,1,728,535,36,39,5199
高雄市,內門區,永富里,1,391,287,27,12,3009
高雄市,內門區,永吉里,1,186,137,5,9,1299
高雄市,內門區,木柵里,1,285,160,9,18,1917
高雄市,內門區,內豊里,1,439,397,26,27,3618
高雄市,內門區,內興里,1,308,104,6,9,1800
高雄市,內門區,金竹里,1,340,143,10,24,2103
高雄市,內門區,內南里,1,152,149,10,24,1248
高雄市,內門區,永興里,1,151,135,5,6,1356
高雄市,內門區,東埔里,1,215,140,13,21,1458
高雄市,內門區,,0,5288,4058,239,330,39399
高雄市,新興區,成功里,1,352,437,25,30,3330
高雄市,新興區,玉衡里,1,351,264,18,27,2754
高雄市,新興區,興昌里,2,662,719,32,24,5538
高雄市,新興區,振華里,1,415,461,20,15,3564
高雄市,新興區,振成里,1,471,430,17,6,3744
高雄市,新興區,大明里,1,431,320,27,30,3186
高雄市,新興區,秋山里,1,373,246,13,3,2613
高雄市,新興區,愛平里,1,373,333,8,24,2946
高雄市,新興區,漢民里,1,383,245,12,12,2379
高雄市,新興區,德望里,2,712,744,36,21,6003
高雄市,新興區,開平里,2,1248,1234,43,33,9582
高雄市,新興區,德生里,2,980,1058,56,30,8334
高雄市,新興區,正氣里,1,569,545,20,30,4449
高雄市,新興區,德政里,1,261,266,13,12,2115
高雄市,新興區,長驛里,1,382,291,16,12,2820
高雄市,新興區,浩然里,2,639,761,34,18,5604
高雄市,新興區,南港里,2,953,577,45,24,5949
高雄市,新興區,新江里,1,476,334,22,18,3414
高雄市,新興區,文昌里,2,933,963,72,27,7623
高雄市,新興區,永寧里,1,524,461,25,18,4116
高雄市,新興區,仁聲里,1,341,315,22,12,2904
高雄市,新興區,黎明里,1,360,267,17,6,2679
高雄市,新興區,華聲里,1,426,316,14,6,2967
高雄市,新興區,蕉園里,1,335,250,12,3,2211
高雄市,新興區,榮治里,1,280,257,12,12,2235
高雄市,新興區,東坡里,1,554,368,21,30,3741
高雄市,新興區,建興里,1,373,245,8,15,2550
高雄市,新興區,明莊里,1,307,201,11,18,2160
高雄市,新興區,順昌里,2,803,649,47,27,5793
高雄市,新興區,中東里,2,866,904,52,24,8073
高雄市,新興區,光耀里,2,895,851,49,27,6891
高雄市,新興區,建華里,1,396,264,10,15,2658
高雄市,新興區,,0,17424,15576,829,609,134925
高雄市,鼓山區,延平里,1,411,207,10,21,2472
高雄市,鼓山區,裕興里,2,962,1381,62,48,9663
高雄市,鼓山區,忠正里,3,1572,1238,60,39,11304
高雄市,鼓山區,綠川里,1,692,385,22,18,4425
高雄市,鼓山區,光榮里,3,1707,958,64,54,10596
高雄市,鼓山區,建國里,2,1002,766,23,21,6765
高雄市,鼓山區,壽山里,1,666,344,24,18,4245
高雄市,鼓山區,雄峰里,2,426,1073,39,21,6030
高雄市,鼓山區,哨船頭里,1,373,362,13,24,3024
高雄市,鼓山區,裕豐里,2,630,1208,56,12,7377
高雄市,鼓山區,前峰里,3,1344,1881,70,42,12528
高雄市,鼓山區,寶樹里,1,562,282,29,21,4689
高雄市,鼓山區,自強里,1,31,570,10,12,2319
高雄市,鼓山區,龍水里,8,4613,5866,262,138,42903
高雄市,鼓山區,新民里,1,474,296,13,21,3156
高雄市,鼓山區,民族里,1,595,467,18,18,3954
高雄市,鼓山區,正德里,1,858,542,18,36,5544
高雄市,鼓山區,鼓岩里,1,586,353,22,24,3924
高雄市,鼓山區,明誠里,8,4388,5922,259,150,42594
高雄市,鼓山區,內惟里,1,580,291,22,9,3405
高雄市,鼓山區,厚生里,2,1421,845,43,30,8904
高雄市,鼓山區,龍子里,7,4338,4676,198,120,37008
高雄市,鼓山區,山下里,1,430,441,18,21,3582
高雄市,鼓山區,民強里,2,1335,808,36,18,8172
高雄市,鼓山區,維生里,1,624,335,31,9,4041
高雄市,鼓山區,登山里,1,273,192,17,15,2160
高雄市,鼓山區,平和里,2,1583,921,59,45,9924
高雄市,鼓山區,峰南里,1,404,244,11,24,2766
高雄市,鼓山區,麗興里,1,445,270,11,18,2961
高雄市,鼓山區,樹德里,1,589,285,18,15,3438
高雄市,鼓山區,光化里,1,487,420,30,21,3807
高雄市,鼓山區,河邊里,1,649,505,34,15,4836
高雄市,鼓山區,鼓峰里,2,600,860,46,39,5991
高雄市,鼓山區,興宗里,1,558,439,26,24,4110
高雄市,鼓山區,龍井里,1,552,434,21,18,4107
高雄市,鼓山區,桃源里,1,252,210,9,18,1947
高雄市,鼓山區,惠安里,1,573,317,25,12,3711
高雄市,鼓山區,華豐里,2,1129,1694,76,57,11172
高雄市,鼓山區,,0,38714,38288,1805,1266,313554
高雄市,永安區,鹽田里,1,190,86,7,9,1158
高雄市,永安區,新港里,3,1052,662,44,36,7056
高雄市,永安區,保寧里,2,872,788,46,57,6474
高雄市,永安區,永安里,2,561,575,23,42,4656
高雄市,永安區,維新里,2,1366,867,58,57,9051
高雄市,永安區,永華里,2,696,587,37,36,5283
高雄市,永安區,,0,4737,3565,215,237,33678
高雄市,左營區,埤西里,1,406,337,14,33,2970
高雄市,左營區,新中里,3,2355,1381,68,57,14658
高雄市,左營區,聖西里,1,209,73,4,9,1062
高雄市,左營區,廟東里,1,531,148,12,15,2565
高雄市,左營區,城南里,1,273,108,3,9,1515
高雄市,左營區,中南里,1,322,80,4,15,1590
高雄市,左營區,路東里,1,347,198,13,12,2118
高雄市,左營區,廟北里,1,536,163,13,12,2775
高雄市,左營區,莒光里,1,392,871,41,12,5115
高雄市,左營區,光輝里,2,733,1081,53,36,7446
高雄市,左營區,進學里,1,594,578,23,42,6810
高雄市,左營區,合群里,1,23,571,23,0,2451
高雄市,左營區,尾北里,2,1298,998,50,63,9153
高雄市,左營區,新光里,6,3982,4394,185,111,33579
高雄市,左營區,新下里,7,3784,4627,201,129,33525
高雄市,左營區,明建里,1,101,914,38,9,4209
高雄市,左營區,菜公里,14,8235,9152,398,222,70176
高雄市,左營區,聖南里,1,277,128,7,9,1569
高雄市,左營區,頂西里,1,555,233,11,0,2982
高雄市,左營區,果峰里,1,165,1102,30,21,5076
高雄市,左營區,崇實里,1,504,1330,57,42,7665
高雄市,左營區,果貿里,2,269,1698,55,51,7890
高雄市,左營區,新上里,12,8017,8176,362,240,65397
高雄市,左營區,頂北里,1,279,150,11,6,1677
高雄市,左營區,北里,1,293,82,4,6,1386
高雄市,左營區,中北里,1,377,142,12,12,1956
高雄市,左營區,復興里,1,34,364,19,15,1758
高雄市,左營區,永清里,2,115,855,51,33,4317
高雄市,左營區,屏山里,1,296,867,33,18,4764
高雄市,左營區,尾西里,1,576,285,15,15,3402
高雄市,左營區,祥和里,1,34,309,3,6,1305
高雄市,左營區,南里,1,319,180,11,9,1998
高雄市,左營區,埤北里,1,342,628,36,27,4047
高雄市,左營區,海勝里,4,501,3865,128,99,17334
高雄市,左營區,自助里,1,105,704,26,9,3216
高雄市,左營區,尾南里,1,439,370,12,15,3249
高雄市,左營區,福山里,16,8857,11110,584,291,82992
高雄市,左營區,果惠里,1,219,934,36,21,4611
高雄市,左營區,聖后里,1,450,177,19,21,2466
高雄市,左營區,埤東里,1,416,347,14,18,3099
高雄市,左營區,,0,47560,59710,2679,1770,435873
高雄市,路竹區,竹南里,3,1034,925,64,42,7947
高雄市,路竹區,竹西里,2,851,836,28,33,6585
高雄市,路竹區,竹東里,2,1197,1155,55,39,9399
高雄市,路竹區,北嶺里,1,565,370,21,45,3579
高雄市,路竹區,竹滬里,3,1293,839,45,48,8616
高雄市,路竹區,社東里,2,778,520,28,33,5022
高雄市,路竹區,竹園里,2,806,499,25,36,5328
高雄市,路竹區,頂寮里,1,512,331,12,27,3432
高雄市,路竹區,社西里,2,922,673,37,51,6396
高雄市,路竹區,文北里,3,1240,950,61,84,8862
高雄市,路竹區,甲南里,3,1208,1043,83,168,9435
高雄市,路竹區,社中里,1,390,290,13,18,2721
高雄市,路竹區,後鄉里,1,491,301,25,24,3075
高雄市,路竹區,文南里,2,941,760,42,42,6738
高雄市,路竹區,鴨寮里,2,776,569,38,39,5349
高雄市,路竹區,社南里,4,1585,1261,83,66,11520
高雄市,路竹區,新達里,1,481,393,22,33,3465
高雄市,路竹區,下坑里,3,1088,796,72,51,7836
高雄市,路竹區,甲北里,2,856,610,49,39,6024
高雄市,路竹區,三爺里,1,439,244,10,9,2619
高雄市,路竹區,,0,17453,13365,813,927,123948
高雄市,阿蓮區,山里,1,571,291,19,30,3489
高雄市,阿蓮區,中路里,2,1080,438,24,24,5889
高雄市,阿蓮區,清蓮里,2,1219,704,51,42,7911
高雄市,阿蓮區,青旗里,1,618,454,22,30,4308
高雄市,阿蓮區,和蓮里,2,1085,538,38,48,6579
高雄市,阿蓮區,港後里,2,857,663,40,45,6114
高雄市,阿蓮區,南蓮里,2,1187,898,46,57,8424
高雄市,阿蓮區,復安里,2,732,474,36,27,4839
高雄市,阿蓮區,阿蓮里,4,2042,1294,83,90,13641
高雄市,阿蓮區,玉庫里,1,554,196,16,21,2958
高雄市,阿蓮區,石安里,1,661,245,28,24,3870
高雄市,阿蓮區,崗山里,1,336,221,15,12,2202
高雄市,阿蓮區,,0,10942,6416,418,450,70224
高雄市,林園區,廣應里,3,1451,823,46,81,9510
高雄市,林園區,北汕里,2,562,454,23,42,4842
高雄市,林園區,林園里,3,1290,916,56,42,9306
高雄市,林園區,五福里,2,1017,463,39,51,6741
高雄市,林園區,林家里,1,521,321,16,21,3684
高雄市,林園區,林內里,2,588,635,46,45,5304
高雄市,林園區,中汕里,2,1206,361,17,48,6870
高雄市,林園區,中門里,2,1005,561,43,39,6738
高雄市,林園區,東林里,2,1147,713,54,60,7998
高雄市,林園區,王公里,3,1399,1030,50,39,10194
高雄市,林園區,港嘴里,1,777,319,29,30,4503
高雄市,林園區,潭頭里,2,994,737,35,45,7494
高雄市,林園區,西溪里,3,1538,668,60,60,9384
高雄市,林園區,仁愛里,2,1253,732,36,36,8247
高雄市,林園區,東汕里,1,417,205,11,12,2727
高雄市,林園區,頂厝里,4,1733,1000,54,60,11562
高雄市,林園區,西汕里,1,384,143,6,18,2193
高雄市,林園區,龔厝里,2,774,452,34,45,5070
高雄市,林園區,中厝里,2,1126,847,50,78,8247
高雄市,林園區,文賢里,2,937,664,39,51,6570
高雄市,林園區,中芸里,2,925,352,26,51,5430
高雄市,林園區,溪州里,3,1651,903,55,75,10797
高雄市,林園區,港埔里,2,843,391,21,21,5133
高雄市,林園區,鳳芸里,2,940,355,31,45,5379
高雄市,林園區,,0,24478,14045,877,1095,163923
高雄市,鳳山區,保安里,3,1781,1421,71,39,12429
高雄市,鳳山區,中榮里,4,1601,1316,112,51,12255
高雄市,鳳山區,海風里,2,80,1291,41,33,5481
高雄市,鳳山區,二甲里,3,1858,1219,70,33,12333
高雄市,鳳山區,光明里,1,541,459,15,9,3975
高雄市,鳳山區,富甲里,2,780,552,28,21,6945
高雄市,鳳山區,瑞竹里,4,1712,1898,92,69,14574
高雄市,鳳山區,南興里,1,380,323,16,9,2829
高雄市,鳳山區,福誠里,3,1370,951,51,54,9192
高雄市,鳳山區,鳳崗里,1,380,439,30,18,3393
高雄市,鳳山區,一甲里,3,1455,841,42,54,9576
高雄市,鳳山區,過埤里,7,3498,3050,177,60,27090
高雄市,鳳山區,興中里,1,258,274,22,3,2169
高雄市,鳳山區,福興里,5,2425,1583,80,75,16317
高雄市,鳳山區,中民里,3,1715,1201,83,27,12219
高雄市,鳳山區,新泰里,3,1366,1277,84,45,10755
高雄市,鳳山區,新甲里,2,1199,822,58,21,8061
高雄市,鳳山區,縣衙里,1,266,337,13,12,2550
高雄市,鳳山區,天興里,3,1472,988,55,39,10134
高雄市,鳳山區,武漢里,4,1760,1385,91,45,12798
高雄市,鳳山區,文英里,3,1220,1082,56,27,9258
高雄市,鳳山區,文衡里,3,1255,1275,66,33,10317
高雄市,鳳山區,文德里,5,2457,2911,159,78,22323
高雄市,鳳山區,大德里,3,1872,1232,62,42,12219
高雄市,鳳山區,鎮東里,2,800,739,50,39,6459
高雄市,鳳山區,和德里,2,605,534,35,27,4638
高雄市,鳳山區,五福里,3,1280,896,49,12,8757
高雄市,鳳山區,龍成里,2,1269,773,55,39,8172
高雄市,鳳山區,鳳東里,3,1863,1802,93,42,14664
高雄市,鳳山區,忠義里,4,1475,1638,86,63,12654
高雄市,鳳山區,忠孝里,5,1936,2113,119,66,16242
高雄市,鳳山區,誠智里,2,719,1064,36,45,7392
高雄市,鳳山區,新樂里,3,1475,1327,66,48,11508
高雄市,鳳山區,善美里,4,1931,1620,97,30,15039
高雄市,鳳山區,福祥里,2,1199,706,42,30,7734
高雄市,鳳山區,忠誠里,2,1197,900,59,27,8577
高雄市,鳳山區,海光里,3,767,1985,75,33,11334
高雄市,鳳山區,國光里,3,1239,1169,72,36,10011
高雄市,鳳山區,埤頂里,4,1807,2143,84,75,15894
高雄市,鳳山區,海洋里,3,1412,1237,74,42,10443
高雄市,鳳山區,文山里,5,2377,1682,97,87,16590
高雄市,鳳山區,協和里,3,1229,1575,78,48,11298
高雄市,鳳山區,新興里,2,688,469,29,21,6318
高雄市,鳳山區,國隆里,2,1131,735,39,27,7767
高雄市,鳳山區,成功里,1,302,237,7,6,2139
高雄市,鳳山區,東門里,4,1474,2223,115,75,15288
高雄市,鳳山區,縣口里,1,165,169,13,6,1338
高雄市,鳳山區,武松里,2,1081,858,48,36,7827
高雄市,鳳山區,鎮西里,4,2074,1716,86,60,14916
高雄市,鳳山區,文華里,6,2340,3424,145,87,22992
高雄市,鳳山區,誠正里,1,24,493,15,9,2232
高雄市,鳳山區,生明里,1,545,869,31,39,5481
高雄市,鳳山區,國富里,2,854,869,50,18,6912
高雄市,鳳山區,老爺里,5,2961,1845,108,69,19260
高雄市,鳳山區,鎮南里,4,1883,1365,59,66,13245
高雄市,鳳山區,北門里,4,1585,1358,72,54,11904
高雄市,鳳山區,新富里,3,1678,1203,77,63,11820
高雄市,鳳山區,國泰里,3,1487,1351,64,48,11523
高雄市,鳳山區,中崙里,2,861,716,43,42,6579
高雄市,鳳山區,正義里,5,2705,1594,101,69,17304
高雄市,鳳山區,新強里,4,1900,1597,91,45,13728
高雄市,鳳山區,文福里,5,2557,3075,152,87,22800
高雄市,鳳山區,中和里,3,1067,1391,65,60,9792
高雄市,鳳山區,誠義里,2,1019,1327,67,27,9033
高雄市,鳳山區,誠信里,2,374,937,48,18,5538
高雄市,鳳山區,鎮北里,4,2085,1442,80,45,14454
高雄市,鳳山區,曹公里,2,762,669,44,27,6105
高雄市,鳳山區,南和里,2,1146,746,30,48,7641
高雄市,鳳山區,興仁里,3,1355,1419,75,54,11148
高雄市,鳳山區,瑞興里,3,1306,1847,82,72,12597
高雄市,鳳山區,新武里,2,968,587,32,39,6354
高雄市,鳳山區,富榮里,2,844,683,42,12,6327
高雄市,鳳山區,和興里,4,1878,1811,108,54,14664
高雄市,鳳山區,三民里,1,382,385,13,12,3024
高雄市,鳳山區,誠德里,2,586,977,46,21,6204
高雄市,鳳山區,武慶里,2,963,687,39,33,6666
高雄市,鳳山區,中正里,1,306,607,38,12,3738
高雄市,鳳山區,南成里,5,2779,1820,105,54,18552
高雄市,鳳山區,,0,103396,95531,5100,3201,809808
高雄市,燕巢區,金山里,1,197,159,12,15,1455
高雄市,燕巢區,鳳雄里,2,1016,761,30,39,7074
高雄市,燕巢區,西燕里,3,1322,945,63,60,9318
高雄市,燕巢區,安招里,4,1512,1105,77,72,10572
高雄市,燕巢區,橫山里,2,794,505,24,57,5661
高雄市,燕巢區,南燕里,3,1274,1155,72,66,10041
高雄市,燕巢區,尖山里,1,553,243,19,21,3288
高雄市,燕巢區,角宿里,3,1067,787,47,60,7299
高雄市,燕巢區,瓊林里,2,1030,511,33,45,5967
高雄市,燕巢區,東燕里,2,1061,660,36,57,6726
高雄市,燕巢區,深水里,2,1044,780,45,69,7428
高雄市,燕巢區,,0,10870,7611,458,561,74829
高雄市,小港區,小港里,2,990,862,39,51,8013
高雄市,小港區,六苓里,2,1042,1063,32,51,8694
高雄市,小港區,港南里,1,766,529,41,18,6309
高雄市,小港區,港口里,2,1071,1281,58,48,9468
高雄市,小港區,大苓里,2,1077,798,40,45,7587
高雄市,小港區,二苓里,2,1639,1021,50,54,11040
高雄市,小港區,大坪里,1,988,501,39,36,6132
高雄市,小港區,順苓里,3,1557,1376,55,33,12273
高雄市,小港區,鳳宮里,1,876,591,31,42,6315
高雄市,小港區,三苓里,2,1149,879,31,36,8214
高雄市,小港區,山東里,2,864,1024,57,36,8022
高雄市,小港區,中厝里,2,1405,822,51,42,9177
高雄市,小港區,港后里,2,973,639,39,39,6468
高雄市,小港區,店鎮里,4,2295,1716,84,72,16476
高雄市,小港區,高松里,2,1583,981,49,60,10638
高雄市,小港區,合作里,2,1118,694,31,33,7017
高雄市,小港區,坪頂里,3,1854,967,50,42,12255
高雄市,小港區,正苓里,3,1443,1303,62,75,11637
高雄市,小港區,鳳森里,1,1020,494,30,12,6075
高雄市,小港區,港墘里,1,695,547,29,18,4986
高雄市,小港區,鳳鳴里,2,1277,799,48,54,8514
高雄市,小港區,泰山里,2,1275,906,53,24,8769
高雄市,小港區,廈莊里,2,1072,691,54,33,7236
高雄市,小港區,孔宅里,3,1555,1346,63,57,12219
高雄市,小港區,鳳林里,2,1392,641,41,36,8301
高雄市,小港區,鳳興里,2,1116,464,29,48,6666
高雄市,小港區,桂林里,4,3062,2001,113,96,20703
高雄市,小港區,龍鳳里,2,1257,710,28,27,8073
高雄市,小港區,港正里,2,856,1025,41,21,7602
高雄市,小港區,鳳源里,2,1536,714,42,45,9699
高雄市,小港區,濟南里,2,1163,1517,58,45,10872
高雄市,小港區,青島里,1,497,1034,58,30,6213
高雄市,小港區,松山里,2,1215,872,33,45,8223
高雄市,小港區,港興里,2,1055,680,39,30,6801
高雄市,小港區,山明里,6,4084,2798,158,126,29031
