#縣市,鄉鎮,村里,開票所數,1得票,2得票,3得票,無效票,選舉人數
臺南市,安南區,公塭里,1,450,222,15,12,2577
臺南市,安南區,州南里,3,1991,1189,68,30,13191
臺南市,安南區,鳳凰里,2,1668,1156,81,54,12471
臺南市,安南區,安東里,2,1404,631,47,33,8190
臺南市,安南區,學東里,1,797,500,24,36,5718
臺南市,安南區,布袋里,1,634,456,20,21,4431
臺南市,安南區,城北里,1,642,321,22,6,4059
臺南市,安南區,安順里,2,1718,1140,71,54,11715
臺南市,安南區,砂崙里,2,600,274,18,21,3693
臺南市,安南區,,0,62894,37401,2494,2124,417237
臺南市,下營區,中營里,1,591,207,19,36,3324
臺南市,下營區,茅港里,1,659,229,17,48,3750
臺南市,下營區,賀建里,1,648,244,20,33,4056
臺南市,下營區,甲中里,1,632,181,6,12,3444
臺南市,下營區,西連里,1,531,137,17,21,2733
臺南市,下營區,宅內里,1,426,345,15,30,3411
臺南市,下營區,仁里里,2,1161,781,32,51,8355
臺南市,下營區,後街里,1,551,476,22,33,4596
臺南市,下營區,紅厝里,1,642,207,20,42,3699
臺南市,下營區,大屯里,1,387,190,12,24,2463
臺南市,下營區,開化里,2,1041,394,27,33,5760
臺南市,下營區,新興里,2,949,597,22,33,6693
臺南市,下營區,營前里,2,940,570,28,27,6369
臺南市,下營區,下營里,1,368,253,10,27,2568
臺南市,下營區,大埤里,1,340,188,11,24,2265
臺南市,下營區,,0,9866,4999,278,474,63486
臺南市,北區,成功里,3,1663,1281,60,54,11832
臺南市,北區,延平里,1,714,467,26,54,4908
臺南市,北區,小康里,2,815,695,57,36,6315
臺南市,北區,國姓里,1,656,414,31,24,4356
臺南市,北區,力行里,2,814,899,33,24,6852
臺南市,北區,大和里,2,1615,966,70,69,10224
臺南市,北區,勝安里,1,401,395,21,18,3375
臺南市,北區,重興里,2,719,803,39,18,6090
臺南市,北區,國興里,1,529,490,29,21,4266
臺南市,北區,賢北里,2,1350,1057,74,30,9579
臺南市,北區,元寶里,2,774,1006,69,33,7902
臺南市,北區,玉皇里,1,718,456,35,39,4713
臺南市,北區,東興里,2,661,754,31,27,5616
臺南市,北區,裕民里,1,641,429,25,18,4212
臺南市,北區,興北里,1,580,442,19,27,4089
臺南市,北區,光武里,1,263,713,39,18,4164
臺南市,北區,六甲里,2,920,800,65,60,7374
臺南市,北區,大道里,2,223,1360,55,30,6462
臺南市,北區,大仁里、大山里,1,490,582,24,21,4551
臺南市,北區,長德里,1,565,373,19,24,3927
臺南市,北區,大港里,3,2092,1632,88,33,15054
臺南市,北區,新勝里,2,613,586,44,30,5115
臺南市,北區,公園里,2,598,632,36,18,5232
臺南市,北區,安民里,1,547,363,21,6,3648
臺南市,北區,正風里,1,636,360,34,30,4188
臺南市,北區,開元里,2,910,748,44,45,6780
臺南市,北區,大豐里,3,1863,1204,90,54,12753
臺南市,北區,五福里,1,486,334,18,6,4611
臺南市,北區,正覺里,3,1474,903,63,63,9702
臺南市,北區,實踐里,1,527,860,38,24,5799
臺南市,北區,成德里,6,3797,3472,201,102,29142
臺南市,北區,振興里,2,689,606,33,30,5385
臺南市,北區,和順里,4,2408,2172,115,51,18684
臺南市,北區,永祥里,2,1051,1101,61,39,8877
臺南市,北區,華興里,2,840,730,50,15,6330
臺南市,北區,中樓里,1,580,532,28,18,4587
臺南市,北區,文成里,2,1341,1030,44,27,9417
臺南市,北區,仁愛里,2,656,691,35,27,5577
臺南市,北區,三德里,1,510,364,15,18,3618
臺南市,北區,文元里,3,2313,1754,100,75,16140
臺南市,北區,興南里,1,578,494,44,33,4656
臺南市,北區,長榮里,2,291,1686,64,75,7911
臺南市,北區,,0,39911,36636,2087,1464,314013
臺南市,白河區,大竹里,2,656,331,14,27,4320
臺南市,白河區,河東里,2,604,242,20,27,4020
臺南市,白河區,永安里,3,1284,715,42,39,8499
臺南市,白河區,內角里,1,400,124,5,9,2256
臺南市,白河區,昇安里,1,602,260,31,30,3921
臺南市,白河區,崁頭里,1,214,68,6,6,1257
臺南市,白河區,秀祐里,1,399,212,14,24,2712
臺南市,白河區,竹門里,1,430,225,15,9,2829
臺南市,白河區,草店里,1,336,221,19,21,2574
臺南市,白河區,大林里,1,303,97,8,18,1851
臺南市,白河區,汴頭里,1,361,119,9,24,2196
臺南市,白河區,崎內里,1,289,190,10,21,2316
臺南市,白河區,外角里,1,617,296,20,24,4125
臺南市,白河區,庄內里,2,721,370,24,33,4836
臺南市,白河區,仙草里,2,496,443,24,39,4554
臺南市,白河區,廣安里,1,306,130,14,12,2013
臺南市,白河區,白河里,2,748,413,31,27,5121
臺南市,白河區,詔安里,1,468,150,17,21,2682
臺南市,白河區,虎山里,1,202,94,7,9,1368
臺南市,白河區,六溪里,1,245,83,4,9,1686
臺南市,白河區,甘宅里,1,302,111,9,15,1944
臺南市,白河區,關嶺里,2,492,241,21,15,3459
臺南市,白河區,玉豐里,1,536,276,17,27,3672
臺南市,白河區,蓮潭里,1,482,154,15,27,2688
臺南市,白河區,,0,11493,5565,396,513,76899
臺南市,中西區,郡王里,1,510,509,17,18,4248
臺南市,中西區,保安里,1,470,321,25,21,3381
臺南市,中西區,公正里,1,586,395,18,18,4176
臺南市,中西區,元安里,1,546,361,33,21,3795
臺南市,中西區,赤嵌里,1,564,391,24,33,4134
臺南市,中西區,建國里,1,471,384,20,18,3672
臺南市,中西區,三合里,1,722,521,43,33,5397
臺南市,中西區,郡西里,1,484,340,16,15,3366
臺南市,中西區,進學里,1,454,429,17,18,3573
臺南市,中西區,永福里,1,566,329,24,18,3744
臺南市,中西區,光賢里,2,1492,967,60,57,9600
臺南市,中西區,開山里,2,783,557,25,21,5604
臺南市,中西區,青年里,1,502,387,12,12,3537
臺南市,中西區,天后里,1,578,446,20,15,4173
臺南市,中西區,水仙里,1,573,326,16,24,3639
臺南市,中西區,銀同里,1,443,372,26,12,3378
臺南市,中西區,永華里,1,520,364,28,27,3738
臺南市,中西區,協進里,1,448,295,19,21,3033
臺南市,中西區,民主里,1,395,286,24,12,2844
臺南市,中西區,小西里,1,304,233,10,12,2187
臺南市,中西區,大涼里,2,1068,921,53,54,8100
臺南市,中西區,普濟里,1,428,342,14,18,3255
臺南市,中西區,大南里,1,372,534,27,6,3627
臺南市,中西區,藥王里,2,1210,1005,61,45,9180
臺南市,中西區,萬昌里,1,809,465,38,24,5385
臺南市,中西區,民權里,1,711,373,33,15,4515
臺南市,中西區,西賢里,3,1659,1533,112,42,12723
臺南市,中西區,五妃里,1,502,612,30,21,4491
臺南市,中西區,三民里,1,525,380,21,36,3804
臺南市,中西區,西湖里,3,1658,1714,85,45,13701
臺南市,中西區,安海里,1,469,438,27,18,4050
臺南市,中西區,文賢里,1,623,350,30,18,3861
臺南市,中西區,民生里,1,780,500,34,27,5298
臺南市,中西區,仙草里,2,884,863,50,39,7263
臺南市,中西區,協和里,2,876,529,28,33,6309
臺南市,中西區,中正里,1,495,381,19,6,3465
臺南市,中西區,法華里,2,807,949,62,39,7113
臺南市,中西區,福安里,1,442,300,14,30,3045
臺南市,中西區,,0,25729,20402,1215,942,190404
臺南市,南化區,玉山里,1,293,302,29,9,2724
臺南市,南化區,北平里,1,252,184,5,15,1716
臺南市,南化區,中坑里,1,152,175,9,6,1371
臺南市,南化區,北寮里,1,356,448,31,18,3555
臺南市,南化區,南化里,2,552,443,24,18,4185
臺南市,南化區,小崙里,1,267,245,19,12,2364
臺南市,南化區,東和里,1,234,178,16,21,2007
臺南市,南化區,西埔里,1,271,264,26,15,2460
臺南市,南化區,關山里,1,138,143,31,6,1854
臺南市,南化區,,0,2515,2382,190,120,22236
臺南市,學甲區,仁得里,3,1788,889,61,54,11469
臺南市,學甲區,慈福里,3,848,510,37,27,5775
臺南市,學甲區,豐和里,1,658,179,25,36,3762
臺南市,學甲區,三慶里,3,711,320,18,18,4494
臺南市,學甲區,光華里,2,662,172,15,18,3894
臺南市,學甲區,明宜里,2,975,381,33,30,5811
臺南市,學甲區,中洲里,2,719,329,19,18,4413
臺南市,學甲區,新榮里,2,920,423,21,30,5751
臺南市,學甲區,新達里,2,949,547,26,42,6405
臺南市,學甲區,大灣里,1,516,212,15,24,3201
臺南市,學甲區,平和里,1,652,146,10,39,3357
臺南市,學甲區,秀昌里,3,1104,502,28,42,6792
臺南市,學甲區,宅港里,1,429,133,7,21,2556
臺南市,學甲區,,0,10931,4743,315,399,67680
臺南市,東山區,水雲里,1,192,60,9,6,1326
臺南市,東山區,高原里,1,290,257,25,18,2838
臺南市,東山區,東原里,2,860,496,31,36,6699
臺南市,東山區,大客里,1,426,235,16,12,3267
臺南市,東山區,南勢里,1,389,256,20,15,3444
臺南市,東山區,科里里,2,537,295,17,39,3849
臺南市,東山區,聖賢里,3,879,376,38,57,5640
臺南市,東山區,東中里,2,982,622,52,39,7194
臺南市,東山區,林安里,1,186,52,3,6,1158
臺南市,東山區,嶺南里,1,291,131,6,30,2238
臺南市,東山區,東河里,1,470,147,16,36,2811
臺南市,東山區,南溪里,1,191,85,12,15,1344
臺南市,東山區,東山里,1,525,367,23,9,4428
臺南市,東山區,三榮里,1,473,180,14,3,2817
臺南市,東山區,青山里,1,410,250,29,27,3372
臺南市,東山區,東正里,2,638,345,22,21,4530
臺南市,東山區,,0,7739,4154,333,369,56955
臺南市,新化區,唪口里,2,846,533,27,42,5565
臺南市,新化區,崙頂里,2,857,430,40,27,5415
臺南市,新化區,太平里,4,1704,1192,82,60,11814
臺南市,新化區,觀音里,1,225,173,8,18,1647
臺南市,新化區,協興里,3,1259,1042,56,30,9585
臺南市,新化區,竹林里,1,179,136,11,3,1296
臺南市,新化區,知義里,2,862,653,34,42,6429
臺南市,新化區,武安里,2,645,646,48,12,5289
臺南市,新化區,全興里,2,895,840,45,42,7011
臺南市,新化區,拔里,2,799,678,42,42,6423
臺南市,新化區,護國里,2,585,617,41,54,5277
臺南市,新化區,礁坑里,1,561,159,18,15,3123
臺南市,新化區,清水里,1,398,294,15,18,2850
臺南市,新化區,羊林里,1,372,236,13,15,2688
臺南市,新化區,北勢里,1,537,392,22,24,3885
臺南市,新化區,東榮里,4,1473,1198,88,72,11553
臺南市,新化區,豐榮里,3,1083,911,48,69,8214
臺南市,新化區,大坑里,1,243,94,13,6,1416
臺南市,新化區,中央里,1,175,141,10,3,1290
臺南市,新化區,山里,1,583,422,23,30,4194
臺南市,新化區,,0,14281,10787,684,624,104964
臺南市,玉井區,三和里,1,299,254,12,15,2319
臺南市,玉井區,沙田里,1,159,195,7,15,1551
臺南市,玉井區,玉田里,4,1298,1371,94,54,12159
臺南市,玉井區,玉井里,1,244,338,16,6,2460
臺南市,玉井區,望明里,2,604,430,36,48,4557
臺南市,玉井區,層林里,1,225,226,14,6,2022
臺南市,玉井區,中正里,2,459,387,20,21,3780
臺南市,玉井區,三埔里,1,174,147,10,6,1566
臺南市,玉井區,豐里里,1,361,316,14,21,3027
臺南市,玉井區,竹圍里,2,525,410,19,12,4173
臺南市,玉井區,,0,4348,4074,242,204,37614
臺南市,官田區,渡頭里,3,1111,451,30,63,6465
臺南市,官田區,湖山里,1,581,143,22,21,3012
臺南市,官田區,東庄里,1,953,92,15,15,4020
臺南市,官田區,大崎里,1,223,98,4,15,1341
臺南市,官田區,西庄里,1,479,31,7,15,2049
臺南市,官田區,隆田里,2,754,575,48,42,5688
臺南市,官田區,二鎮里,2,1505,452,41,54,8199
臺南市,官田區,南里,1,551,219,19,33,3321
臺南市,官田區,隆本里,3,1157,940,69,36,8664
臺南市,官田區,官田里,2,954,447,31,42,5784
臺南市,官田區,拔林里,1,261,127,15,12,1605
臺南市,官田區,社子里,1,522,111,12,27,2703
臺南市,官田區,嘉南里,1,115,74,5,6,822
臺南市,官田區,,0,9166,3760,318,381,53673
臺南市,鹽水區,大豐里,1,188,64,6,3,1086
臺南市,鹽水區,下林里,1,224,55,8,12,1164
臺南市,鹽水區,橋南里,3,1382,888,46,75,10365
臺南市,鹽水區,河南里,1,268,92,9,27,1614
臺南市,鹽水區,飯店里,1,189,86,5,6,1233
臺南市,鹽水區,水正里,1,319,250,12,18,2286
臺南市,鹽水區,三生里,1,175,90,9,12,1050
臺南市,鹽水區,汫水里,1,539,104,16,18,2877
臺南市,鹽水區,孫厝里,1,203,86,4,6,1341
臺南市,鹽水區,桐寮里,1,178,45,3,12,918
臺南市,鹽水區,福得里,1,259,166,11,24,1791
臺南市,鹽水區,歡雅里,2,775,297,28,48,5022
臺南市,鹽水區,南港里,1,432,176,16,24,2631
臺南市,鹽水區,後宅里,1,319,115,6,15,1938
臺南市,鹽水區,岸內里,3,1435,899,72,33,9966
臺南市,鹽水區,水秀里,2,685,334,27,39,4539
臺南市,鹽水區,義稠里,1,400,179,13,27,2541
臺南市,鹽水區,竹埔里,1,449,126,5,21,2415
臺南市,鹽水區,下中里,1,384,126,12,18,2283
臺南市,鹽水區,中境里,1,175,176,8,15,1503
臺南市,鹽水區,舊營里,1,455,103,3,6,2286
臺南市,鹽水區,大莊里,1,277,72,4,24,1545
臺南市,鹽水區,水仙里,1,148,112,4,3,1077
臺南市,鹽水區,田寮里,1,155,39,6,21,816
臺南市,鹽水區,武廟里,1,235,130,19,9,1596
臺南市,鹽水區,,0,10248,4810,352,516,65883
臺南市,新營區,新南里,3,1395,1296,86,54,11289
臺南市,新營區,中營里,1,460,373,19,12,3444
臺南市,新營區,延平里,1,514,344,29,27,3606
臺南市,新營區,埤寮里,1,712,427,38,39,4977
臺南市,新營區,南紙里,2,1132,1104,68,45,9909
臺南市,新營區,鐵線里,1,355,149,8,12,2169
臺南市,新營區,南興里,2,844,784,56,33,7329
臺南市,新營區,興安里,1,165,124,14,9,1203
臺南市,新營區,太北里,1,805,327,25,36,4824
臺南市,新營區,王公里,3,1458,1255,66,60,11733
臺南市,新營區,民權里,2,820,882,47,33,7173
臺南市,新營區,永生里,1,352,349,20,15,2874
臺南市,新營區,五興里,1,480,199,13,18,2919
臺南市,新營區,大宏里,3,1140,983,51,42,9141
臺南市,新營區,民榮里,3,1619,1263,63,63,12621
臺南市,新營區,忠政里,3,1430,1782,78,63,13638
臺南市,新營區,護鎮里,1,647,322,31,24,4080
臺南市,新營區,三仙里,2,1042,916,62,30,8385
臺南市,新營區,舊里,1,176,68,4,3,996
臺南市,新營區,興業里,1,448,568,34,24,4341
臺南市,新營區,太南里,1,752,273,19,39,4449
臺南市,新營區,新東里,3,1650,1777,105,24,14274
臺南市,新營區,角帶里,1,198,110,10,9,1329
臺南市,新營區,民生里,2,1264,940,65,48,9645
臺南市,新營區,新北里,3,1393,1448,84,54,12087
臺南市,新營區,嘉芳里,1,700,393,42,36,4911
臺南市,新營區,土庫里,1,716,318,36,30,4341
臺南市,新營區,姑爺里,1,291,85,4,21,1599
臺南市,新營區,好平里,1,330,230,15,0,2475
臺南市,新營區,,0,23288,19089,1192,903,181761
臺南市,永康區,成功里,2,341,1072,50,33,5874
臺南市,永康區,崑山里,5,2581,1632,98,75,17058
臺南市,永康區,正強里,5,2930,2099,127,141,20616
臺南市,永康區,北灣里,6,3363,2087,133,105,22086
臺南市,永康區,蔦松里,2,751,454,34,21,4878
臺南市,永康區,五王里,4,1998,1708,121,66,15828
臺南市,永康區,建國里,2,268,1172,57,27,6030
臺南市,永康區,永康里,6,2859,2105,129,117,23097
臺南市,永康區,三合里,3,1206,1058,58,39,9645
臺南市,永康區,龍潭里,7,3754,2498,177,114,26325
臺南市,永康區,南灣里,3,1862,839,73,69,10974
臺南市,永康區,新樹里,2,720,267,17,12,3999
臺南市,永康區,中華里,2,818,1018,55,33,7347
臺南市,永康區,光復里,1,78,275,13,18,1626
臺南市,永康區,甲頂里,3,972,740,40,51,6825
臺南市,永康區,行里,6,3191,2194,142,96,22518
臺南市,永康區,中興里,2,981,1262,67,57,9156
臺南市,永康區,安康里,3,1476,1314,109,66,12393
臺南市,永康區,神洲里,2,297,898,32,33,5061
臺南市,永康區,西灣里,5,2924,1962,113,81,19599
臺南市,永康區,洲里,4,2266,1454,122,63,15240
臺南市,永康區,勝利里,5,2090,2283,136,90,18663
臺南市,永康區,王行里,2,1104,491,29,30,6453
臺南市,永康區,烏竹里,2,995,628,49,33,6654
臺南市,永康區,復興里,2,344,984,44,72,5703
臺南市,永康區,尚頂里,3,1618,1107,67,42,10767
臺南市,永康區,埔園里,6,3571,2235,148,129,23892
臺南市,永康區,網寮里,4,2219,1779,124,66,16539
臺南市,永康區,東灣里,3,1590,898,60,42,10272
臺南市,永康區,復華里,7,2594,3156,192,96,24285
臺南市,永康區,三民里,2,613,423,19,27,3981
臺南市,永康區,六合里,4,1562,1674,100,96,14178
臺南市,永康區,二王里,5,2504,2533,156,93,20793
臺南市,永康區,東橋里,3,1420,1196,62,42,10431
臺南市,永康區,大橋里,4,2001,1805,92,51,15522
臺南市,永康區,西橋里,2,1188,943,69,45,8967
臺南市,永康區,大灣里,3,1612,888,53,54,9960
臺南市,永康區,復國里,6,2027,2932,170,138,20955
臺南市,永康區,西勢里,4,2477,1547,126,87,16635
臺南市,永康區,,0,67165,55610,3463,2550,510825
臺南市,七股區,大寮里,1,496,174,17,33,2910
臺南市,七股區,竹橋里,1,370,144,10,12,2085
臺南市,七股區,城內里,1,277,79,12,21,1461
臺南市,七股區,榔里,1,366,136,16,9,2112
臺南市,七股區,埕里,1,193,101,8,6,1275
臺南市,七股區,溪南里,1,134,102,12,3,1032
臺南市,七股區,後港里,1,290,116,9,9,1689
臺南市,七股區,頂山里,1,456,161,10,18,2673
臺南市,七股區,七股里,1,514,131,12,12,2697
臺南市,七股區,中寮里,1,349,172,7,18,2289
臺南市,七股區,西寮里,1,237,84,6,3,1473
臺南市,七股區,竹港里,1,326,131,11,6,1899
臺南市,七股區,玉成里,1,375,177,10,30,2364
臺南市,七股區,永吉里,1,415,237,19,15,2868
臺南市,七股區,看坪里,1,372,118,7,9,2004
臺南市,七股區,大埕里,1,732,345,31,18,4812
臺南市,七股區,樹林里,1,560,230,16,21,3384
臺南市,七股區,三股里,1,636,349,29,42,4359
臺南市,七股區,十份里,1,618,300,20,21,4053
臺南市,七股區,篤加里,1,412,151,9,6,2460
臺南市,七股區,大潭里,1,336,119,11,6,2004
臺南市,七股區,龍山里,2,895,261,25,36,5007
臺南市,七股區,義合里,1,533,259,27,12,3252
臺南市,七股區,,0,9892,4077,334,366,60162
臺南市,關廟區,關廟里,2,884,642,29,21,5919
臺南市,關廟區,五甲里,2,1274,914,55,54,8673
臺南市,關廟區,下湖里,1,210,138,10,12,1377
臺南市,關廟區,香洋里,3,1517,1050,49,57,9858
臺南市,關廟區,松腳里,2,884,496,24,48,5460
臺南市,關廟區,新光里,1,398,155,11,12,2295
臺南市,關廟區,北勢里,2,1118,652,39,63,7224
臺南市,關廟區,新埔里,1,467,242,27,36,2922
臺南市,關廟區,東勢里,3,1394,838,77,66,9072
臺南市,關廟區,山西里,2,917,555,33,45,5868
臺南市,關廟區,南花里,2,689,412,31,42,4359
臺南市,關廟區,田中里,1,408,166,16,27,2277
臺南市,關廟區,北花里,2,970,535,47,90,6162
臺南市,關廟區,深坑里,2,708,463,27,57,4671
臺南市,關廟區,布袋里,2,660,273,24,33,3723
臺南市,關廟區,龜洞里,1,415,208,21,15,2430
臺南市,關廟區,埤頭里,2,801,385,36,30,4845
臺南市,關廟區,,0,13714,8124,556,708,87135
臺南市,安平區,平通里,3,2084,1922,120,54,18297
臺南市,安平區,金城里,1,630,666,41,24,5388
臺南市,安平區,西門里,1,558,449,21,24,4068
臺南市,安平區,海頭里,1,616,391,33,24,4428
臺南市,安平區,怡平里,2,1224,1201,62,18,10521
臺南市,安平區,建平里,2,1479,1329,83,45,11664
臺南市,安平區,港仔里,1,603,327,27,18,3858
臺南市,安平區,國平里,3,1932,1996,104,36,16530
臺南市,安平區,華平里,2,1600,1546,83,51,12906
臺南市,安平區,育平里,4,2052,2295,134,69,19023
臺南市,安平區,石門里,1,927,518,43,18,6126
臺南市,安平區,文平里,2,1616,1486,112,39,12615
臺南市,安平區,平安里,2,1469,955,61,33,9816
臺南市,安平區,漁光里,1,216,120,5,12,1470
臺南市,安平區,億載里,1,796,772,43,18,6450
臺南市,安平區,,0,17802,15973,972,483,143160
臺南市,南區,興農里,2,1018,433,26,36,5853
臺南市,南區,光明里,3,1915,1051,63,72,12393
臺南市,南區,文華里,2,1404,1015,67,63,9840
臺南市,南區,佛壇里,2,1220,439,33,33,6678
臺南市,南區,南華里,2,948,712,47,21,7248
臺南市,南區,新昌里,2,957,728,45,27,6888
臺南市,南區,國宅里,2,1286,845,47,42,8805
臺南市,南區,建南里,3,2089,1361,81,78,13617
臺南市,南區,大林里,2,681,853,51,36,6294
臺南市,南區,竹溪里,1,512,679,31,27,4773
臺南市,南區,白雪里,1,866,501,30,18,5391
臺南市,南區,永寧里,2,932,418,26,63,5511
臺南市,南區,郡南里,2,1510,1037,53,54,10200
臺南市,南區,大忠里,3,1676,1590,74,69,13398
臺南市,南區,荔宅里,1,17,128,6,6,570
臺南市,南區,文南里,3,1957,1494,88,45,14088
臺南市,南區,南都里,2,889,692,41,33,7857
臺南市,南區,日新里,2,893,603,42,24,6036
臺南市,南區,明德里,1,90,227,8,12,1419
臺南市,南區,田寮里,3,1320,1133,44,39,9732
臺南市,南區,大恩里,2,1108,1310,57,57,9918
臺南市,南區,省躬里,2,1452,593,38,18,8049
臺南市,南區,明興里,2,1485,822,53,63,9714
臺南市,南區,喜北里,2,1159,434,30,45,6486
臺南市,南區,松安里,2,935,377,32,45,5352
臺南市,南區,再興里,2,1001,702,61,48,6894
臺南市,南區,府南里,3,1784,1448,79,75,13350
臺南市,南區,彰南里,2,735,500,34,27,5100
臺南市,南區,新生里,2,375,1810,76,45,8976
臺南市,南區,同安里,2,1069,512,31,54,6390
臺南市,南區,喜南里,1,774,199,7,18,3897
臺南市,南區,喜東里,1,1004,412,26,27,5796
臺南市,南區,金華里,3,2011,1522,92,45,14526
臺南市,南區,開南里,3,2149,1685,114,78,16437
臺南市,南區,大成里,1,338,291,17,6,2499
臺南市,南區,廣州里,2,1095,623,43,21,6792
臺南市,南區,鯤鯓里,2,780,493,22,33,5328
臺南市,南區,新興里,2,1081,889,45,39,8040
臺南市,南區,明亮里,3,1607,980,79,66,10620
臺南市,南區,,0,44122,31541,1839,1608,310755
臺南市,麻豆區,麻口里,1,592,162,17,15,3183
臺南市,麻豆區,新建里,1,640,214,10,27,3309
臺南市,麻豆區,興農里,1,818,271,19,39,4380
臺南市,麻豆區,南勢里,2,1029,625,51,30,6852
臺南市,麻豆區,保安里,1,309,111,6,0,1590
臺南市,麻豆區,海埔里,1,550,190,23,36,3006
臺南市,麻豆區,安正里,1,531,120,11,27,2643
臺南市,麻豆區,安西里,1,468,89,6,33,2220
臺南市,麻豆區,磚井里,1,710,200,8,15,3582
臺南市,麻豆區,莊禮里,1,292,83,8,15,1518
臺南市,麻豆區,中民里,1,533,114,9,24,2520
臺南市,麻豆區,寮里,1,966,215,21,42,4809
臺南市,麻豆區,穀興里,1,342,113,8,9,1770
臺南市,麻豆區,油車里,2,1899,659,38,30,10143
臺南市,麻豆區,總榮里,1,328,157,14,12,1971
臺南市,麻豆區,港尾里,1,636,216,12,27,3534
臺南市,麻豆區,晉江里,2,1263,491,42,30,7068
臺南市,麻豆區,巷口里,1,733,372,23,24,4344
臺南市,麻豆區,北勢里,1,677,131,13,27,3450
臺南市,麻豆區,謝安里,1,538,134,7,24,2595
臺南市,麻豆區,安東里,1,343,138,4,12,1956
臺南市,麻豆區,東角里,2,1086,600,36,48,7005
臺南市,麻豆區,大埕里,2,1367,600,45,33,7953
臺南市,麻豆區,大山里,1,344,97,6,21,1731
臺南市,麻豆區,中興里,2,919,445,26,27,5709
臺南市,麻豆區,埤頭里,1,794,218,12,12,3990
臺南市,麻豆區,小埤里,1,559,168,12,21,2913
臺南市,麻豆區,安業里,1,388,107,7,3,1899
臺南市,麻豆區,龍泉里,1,472,119,9,18,2415
臺南市,麻豆區,,0,20126,7159,503,681,110058
臺南市,大內區,石林里,1,415,123,8,9,2160
臺南市,大內區,二溪里,1,397,193,22,24,2619
臺南市,大內區,大內里,1,372,217,17,15,2451
臺南市,大內區,石城里,1,716,326,21,18,4389
臺南市,大內區,曲溪里,1,336,120,21,6,1869
臺南市,大內區,內江里,1,423,288,16,30,2937
臺南市,大內區,頭社里,1,510,204,17,18,3090
臺南市,大內區,內郭里,1,317,123,5,0,1872
臺南市,大內區,環湖里,1,307,228,13,15,2400
臺南市,大內區,石湖里,2,511,220,17,12,3099
臺南市,大內區,,0,4304,2042,157,147,26886
臺南市,柳營區,八翁里,1,596,320,19,39,3936
臺南市,柳營區,光福里,2,839,465,55,21,5646
臺南市,柳營區,神農里,2,711,258,14,12,4251
臺南市,柳營區,篤農里,2,691,278,13,30,4071
臺南市,柳營區,大農里,1,323,159,11,12,2016
臺南市,柳營區,東昇里,2,1166,618,51,36,7674
臺南市,柳營區,太康里,2,710,374,30,39,4485
臺南市,柳營區,中埕里,1,337,189,13,9,2202
臺南市,柳營區,人和里,2,348,228,14,30,2412
臺南市,柳營區,重溪里,3,842,398,34,39,5253
臺南市,柳營區,旭山里,3,676,380,29,24,4944
臺南市,柳營區,士林里,2,713,393,35,21,4680
臺南市,柳營區,果毅里,2,641,223,21,27,3651
臺南市,柳營區,,0,8593,4283,339,339,55221
臺南市,後壁區,頂安里,1,515,395,26,21,3786
臺南市,後壁區,嘉苳里,2,555,292,26,24,3765
臺南市,後壁區,烏樹里,1,349,127,14,12,2253
臺南市,後壁區,菁豊里,1,364,202,6,12,2400
臺南市,後壁區,墨林里,1,355,178,2,9,2211
臺南市,後壁區,頂長里,1,307,96,5,9,1611
臺南市,後壁區,平安里,1,467,228,8,21,2970
臺南市,後壁區,仕安里,1,283,96,17,12,1653
臺南市,後壁區,嘉田里,1,575,195,21,42,3498
臺南市,後壁區,後里,1,214,95,12,39,1473
臺南市,後壁區,長安里,2,533,337,16,27,3738
臺南市,後壁區,後壁里,2,703,463,28,33,4881
臺南市,後壁區,嘉民里,1,596,240,18,24,3633
臺南市,後壁區,菁寮里,1,173,119,3,0,1182
臺南市,後壁區,崁頂里,1,233,97,7,24,1389
臺南市,後壁區,新嘉里,2,562,175,12,33,3183
臺南市,後壁區,新東里,2,800,331,22,18,4788
臺南市,後壁區,侯伯里,2,672,269,17,27,4014
臺南市,後壁區,土溝里,2,659,297,18,36,4026
臺南市,後壁區,竹新里,2,843,242,20,27,4347
臺南市,後壁區,福安里,1,522,313,17,12,3564
臺南市,後壁區,,0,10280,4787,315,462,64365
臺南市,左鎮區,內庄里,1,147,144,8,12,1308
臺南市,左鎮區,左鎮里,1,206,117,5,27,1473
臺南市,左鎮區,睦光里,1,146,93,4,9,1074
臺南市,左鎮區,澄山里,1,277,86,3,9,1620
臺南市,左鎮區,草山里,1,124,59,15,6,969
臺南市,左鎮區,岡林里,1,187,91,7,9,1341
臺南市,左鎮區,榮和里,1,328,134,7,6,1959
臺南市,左鎮區,中正里,1,288,256,17,18,2484
臺南市,左鎮區,二寮里,1,101,54,3,0,627
臺南市,左鎮區,光和里,1,164,112,8,3,1251
臺南市,左鎮區,,0,1968,1146,77,99,14106
臺南市,北門區,三光里,2,567,219,13,30,3531
臺南市,北門區,永隆里,1,127,200,9,24,1605
臺南市,北門區,錦湖里,1,486,173,11,9,3135
臺南市,北門區,保吉里,2,567,318,18,18,4095
臺南市,北門區,慈安里,1,318,177,9,15,2286
臺南市,北門區,仁里里,1,308,140,9,15,1956
臺南市,北門區,雙春里,1,204,137,2,3,1578
臺南市,北門區,玉港里,2,398,143,19,15,2352
臺南市,北門區,中樞里,1,353,111,3,27,2067
臺南市,北門區,北門里,2,370,240,14,12,2670
